CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
엘티씨,2015,71987010568 ,9080833386 ,8692767797 ,12819372954 ,-14688220894 ,9091627800 ,2320012536 ,31.03 ,11.76 ,51963780408 ,3155666542 ,16.47 ,22.17 ,107165506049 ,13159000000 ,31867939 ,20827592050 ,107165506049 ,0.19 ,0
엠씨넥스,2013,271771626538 ,12463691984 ,7049119565 ,11560473007 ,-23000503073 ,14154735735 ,74007947646 ,3.67 ,99.40 ,243162099012 ,23070505208 ,10.54 ,34.63 ,169154936464 ,56389691134 ,2600027729 ,111347763027 ,169154936464 ,0.66 ,0
엠씨넥스,2014,378395423223 ,30699329750 ,23360635497 ,-9007296436 ,-16444833577 ,26599089747 ,140829751456 ,2.69 ,135.84 ,326670222137 ,19909778267 ,16.41 ,22.25 ,246531534322 ,88789327858 ,3885679181 ,166235023022 ,246531534322 ,0.67 ,0
엠씨넥스,2015,421492545461 ,30846353537 ,26896502267 ,58255113679 ,-24620696750 ,-20650028875 ,111776402349 ,3.77 ,96.80 ,362817699265 ,26029061977 ,13.94 ,26.19 ,255666813169 ,77470574527 ,3399045692 ,151527505716 ,255666813169 ,0.59 ,0
엠씨넥스,2016,399262755296 ,-10027000708 ,-8098544223 ,-34183707355 ,-22197429488 ,51578268932 ,161308880567 ,2.48 ,147.47 ,376027523187 ,19270763586 ,19.51 ,18.71 ,305329934098 ,137988536344 ,3625472585 ,211730116986 ,305329934098 ,0.69 ,0
엠씨넥스,2017,625604515961 ,22175983120 ,-13285907815 ,-1191830441 ,-40217516832 ,42363286972 ,198929686806 ,3.14 ,116.06 ,568806316228 ,17678641436 ,32.17 ,11.34 ,373911994563 ,119705081868 ,9587825058 ,254081049273 ,373911994563 ,0.68 ,0
엠에스씨,2013,127198921075 ,6458353206 ,4065008134 ,15348962980 ,-8256439244 ,-6824115737 ,19299376405 ,6.59 ,55.38 ,101600820317 ,25015923480 ,4.06 ,89.87 ,116223483358 ,38550312912 ,2844159996 ,73675240701 ,116223483358 ,0.63 ,0
엠에스씨,2014,129225567222 ,7737478892 ,5327450646 ,2007444786 ,-6968999402 ,5761269447 ,19350235523 ,6.68 ,54.66 ,101766945482 ,33944731969 ,3.00 ,121.75 ,128371672094 ,46889289644 ,2927108661 ,81441445833 ,128371672094 ,0.63 ,0
엠에스씨,2015,134818232065 ,8664154835 ,3581740293 ,9195523606 ,-7559530889 ,-2809965933 ,17344773486 ,7.77 ,46.96 ,105703808420 ,36069601853 ,2.93 ,124.55 ,129615894241 ,44290925638 ,2681474768 ,79280621328 ,129615894241 ,0.61 ,0
엠에스씨,2016,135622093634 ,13346817285 ,7742495253 ,23205476571 ,-15325789024 ,-2584337673 ,22807958564 ,5.95 ,61.38 ,104302795181 ,27833133908 ,3.75 ,97.40 ,138631737966 ,39321441076 ,2121221869 ,80572232141 ,138631737966 ,0.58 ,0
엠에스씨,2017,141954747090 ,13242069012 ,9678194066 ,7194388678 ,-8511555360 ,-2145612730 ,24534848615 ,5.79 ,63.09 ,109833714701 ,28400169586 ,3.87 ,94.38 ,139507763956 ,39063188132 ,1917582822 ,71603677620 ,139507763956 ,0.51 ,0
엠에스오토텍,2013,355643993180 ,20098488059 ,12194003579 ,61116589701 ,-54993001620 ,-7305559954 ,131611828730 ,2.70 ,135.07 ,315266144023 ,3061095806 ,102.99 ,3.54 ,355492828624 ,181176215247 ,16504627855 ,255639947120 ,355492828624 ,0.72 ,0
엠에스오토텍,2014,316826384769 ,4933297683 ,384385409 ,54916381647 ,-62160449790 ,7047386645 ,108783140872 ,2.91 ,125.32 ,292904080129 ,2940973595 ,99.59 ,3.66 ,378599832872 ,174577808137 ,16107417019 ,251212274292 ,378599832872 ,0.66 ,0
엠에스오토텍,2015,310355067123 ,15657193523 ,9369782068 ,69097858536 ,-70291002338 ,1656121825 ,96742145845 ,3.21 ,113.78 ,276509979504 ,2060897128 ,134.17 ,2.72 ,426381856650 ,183300524745 ,15438074214 ,283728828272 ,426381856650 ,0.67 ,0
엠에스오토텍,2016,222946521862 ,11233404335 ,6604786426 ,11065224646 ,-1437212598 ,-9284136397 ,87627660705 ,2.54 ,143.46 ,199463992436 ,1314717843 ,151.72 ,2.41 ,411478872890 ,63108299995 ,13928553065 ,258985997308 ,411478872890 ,0.63 ,0
엠에스오토텍,2017,203039733588 ,1558044101 ,-9518289824 ,30769318375 ,-13653639593 ,-1307806657 ,54857165688 ,3.70 ,98.62 ,188794775243 ,4860846045 ,38.84 ,9.40 ,401309844614 ,62128911136 ,24781791925 ,226007724388 ,401309844614 ,0.56 ,0
엠제이비,2013,2423822285 ,516682935 ,-12412924733 ,55606634 ,-8676879794 ,6382253212 ,18086131011 ,0.13 ,2723.57 ,10839899774 ,33778561 ,320.91 ,1.14 ,21849048511 ,2927671240 ,50515350 ,7243360636 ,21849048511 ,0.33 ,0
엠제이비,2014,595466647 ,-630077863 ,14686997509 ,-25834087764 ,20819496209 ,5335854717 ,58521995774 ,0.01 ,35871.91 ,4417499989 ,18436573 ,239.61 ,1.52 ,71550155095 ,7276989919 ,399754057 ,35209480067 ,71550155095 ,0.49 ,0
엠제이비,2015,2875900000 ,-1633537209 ,-5501643334 ,-15052535986 ,7092763284 ,5127027355 ,70698243047 ,0.04 ,8972.79 ,3594821165 ,9005595 ,399.18 ,0.91 ,73152887817 ,9899334003 ,637922080 ,39523701549 ,73152887817 ,0.54 ,0
엠케이전자,2016,175294285 ,6415004844 ,3180947325 ,11355909373 ,-16667756078 ,5589894550 ,65905938480 ,0.00 ,137230.19 ,319305033547 ,43444757143 ,7.35 ,49.66 ,255074269157 ,111664300000 ,12759261869 ,146713120368 ,255074269157 ,0.58 ,0
엠케이전자,2017,125371042 ,5001357014 ,1930822188 ,6035413529 ,-12200508634 ,10016606380 ,54539831406 ,0.00 ,158784.98 ,322807430724 ,41165304896 ,7.84 ,46.55 ,252151545268 ,108799200000 ,10964703372 ,131199507779 ,252151545268 ,0.52 ,0
연우,2013,157435797628 ,9767662642 ,5590473323 ,14056849701 ,-19981515820 ,4903933195 ,25614795670 ,6.15 ,59.39 ,133816734289 ,11358024812 ,11.78 ,30.98 ,162003688883 ,60440262539 ,5362166134 ,84030173906 ,162003688883 ,0.52 ,0
연우,2014,168758644552 ,12149444476 ,8670204285 ,17462561330 ,-10700313392 ,-9364694577 ,29174693042 ,5.78 ,63.10 ,142409594282 ,11053731821 ,12.88 ,28.33 ,162333393552 ,51061014062 ,3725109601 ,75647707083 ,162333393552 ,0.47 ,0
연우,2015,199099179154 ,18863047888 ,15281995326 ,25208204281 ,-25970101789 ,32277290282 ,29558562041 ,6.74 ,54.19 ,163006148060 ,13415895921 ,12.15 ,30.04 ,212135412719 ,24264444440 ,3092485658 ,52715759329 ,212135412719 ,0.25 ,0
연이정보통신,2014,227675097235 ,4660926310 ,4105502228 ,8677317496 ,-12177607231 ,4418258830 ,26834284068 ,8.48 ,43.02 ,219266165673 ,7673270227 ,28.58 ,12.77 ,106648449516 ,5100000000 ,260118252 ,34471954080 ,106648449516 ,0.32 ,0
연이정보통신,2015,191400902863 ,3658819736 ,3387752875 ,6178295587 ,-5221808691 ,-2095004740 ,27608332318 ,6.93 ,52.65 ,183657655598 ,6465279195 ,28.41 ,12.85 ,108768530459 ,5800000000 ,387507832 ,35835014219 ,108768530459 ,0.33 ,0
연이정보통신,2016,142048777680 ,1192858669 ,-3219616303 ,7238091586 ,-524477674 ,-3400000000 ,17489962592 ,8.12 ,44.94 ,136887065393 ,4194172378 ,32.64 ,11.18 ,94378873325 ,3800000000 ,390486401 ,23926849902 ,94378873325 ,0.25 ,0
연이정보통신,2017,41892570816 ,-5030525298 ,-7914446943 ,8653363894 ,-8518483751 ,1552500000 ,9979534705 ,4.20 ,86.95 ,41290924636 ,991052190 ,41.66 ,8.76 ,84116875609 ,7000000000 ,899948028 ,22673790055 ,84116875609 ,0.27 ,0
영보화학,2013,129448288821 ,9830528195 ,8599814764 ,12153951955 ,-7333227214 ,-1113380389 ,39010203738 ,3.32 ,110.00 ,102013807789 ,9813091359 ,10.40 ,35.11 ,155170342668 ,33543903140 ,1182355582 ,60550990907 ,155170342668 ,0.39 ,0
영보화학,2014,110199080738 ,5891580529 ,3448659723 ,7697559004 ,-12016573676 ,2850000000 ,27702903771 ,3.98 ,91.76 ,88244754441 ,7443497517 ,11.86 ,30.79 ,155196411886 ,34300000000 ,1315648921 ,59524709146 ,155196411886 ,0.38 ,0
영보화학,2015,96828354563 ,8092393487 ,7299067028 ,18338436728 ,-5699472504 ,-10150000000 ,22704435421 ,4.26 ,85.59 ,72641701694 ,6793677586 ,10.69 ,34.14 ,152858324258 ,26100000000 ,852678882 ,51524859206 ,152858324258 ,0.34 ,0
영보화학,2016,87909174680 ,5940448891 ,5868962688 ,13646466140 ,-2848537059 ,-8250000000 ,23741648924 ,3.70 ,98.58 ,67020841018 ,6033839294 ,11.11 ,32.86 ,152201164472 ,24000000000 ,702032660 ,46861585806 ,152201164472 ,0.31 ,0
영신금속,2013,110969702430 ,4493186248 ,2564041074 ,2473918116 ,-5483271492 ,1342408919 ,14669572020 ,7.56 ,48.25 ,91181628046 ,11622506260 ,7.85 ,46.52 ,99059219216 ,35841590000 ,2045212893 ,67188663117 ,99059219216 ,0.68 ,0
영신금속,2014,109737349189 ,3504657672 ,2223248883 ,3443969747 ,-4969213938 ,794400000 ,14946068737 ,7.34 ,49.71 ,90109750487 ,11374150152 ,7.92 ,46.07 ,100359132052 ,38000000000 ,1792065039 ,67155399111 ,100359132052 ,0.67 ,0
영신금속,2015,111426242462 ,3796810242 ,2758470602 ,6313327822 ,-9701019042 ,4786683334 ,15820297023 ,7.04 ,51.82 ,88202554381 ,12011677956 ,7.34 ,49.71 ,111409169070 ,43145333334 ,1467806595 ,75383199495 ,111409169070 ,0.68 ,0
영우디에스피,2013,89649771882 ,8860675873 ,10239300182 ,5740161996 ,-3210923206 ,-5827059189 ,8746673200 ,10.25 ,35.61 ,76659754294 ,244260822 ,313.84 ,1.16 ,30203842074 ,7461393000 ,2451245034 ,14884348153 ,30203842074 ,0.49 ,0
영진약품공업,2013,156622683047 ,6916529500 ,11742329875 ,5953588419 ,5640222875 ,-5818309413 ,42115766169 ,3.72 ,98.15 ,99611106791 ,32880165764 ,3.03 ,120.48 ,169334043672 ,16096283326 ,1187292550 ,66888852222 ,169334043672 ,0.40 ,0
영진약품공업,2014,167569401350 ,6976489159 ,909091950 ,6216130713 ,-11397126564 ,-2129766950 ,48644932463 ,3.44 ,105.96 ,106390479960 ,30895742137 ,3.44 ,106.00 ,178968332700 ,17730186662 ,675210296 ,78179532340 ,178968332700 ,0.44 ,0
영진약품공업,2015,170203311314 ,5047839804 ,3386324333 ,8801551230 ,-12521584684 ,7103990673 ,55577586621 ,3.06 ,119.19 ,105381544080 ,33105877070 ,3.18 ,114.67 ,193695300687 ,25777329998 ,872240540 ,93271467724 ,193695300687 ,0.48 ,0
영풍,2013,1054283881050 ,50836573710 ,71428566104 ,88902763799 ,-49639371904 ,-39465631349 ,24338416914 ,43.32 ,8.43 ,962423252479 ,159649695994 ,6.03 ,60.55 ,1980714663210 ,70737044500 ,1685414812 ,404899188024 ,1980714663210 ,0.20 ,0
영풍,2014,1103441138729 ,19885391715 ,33446448057 ,89235570388 ,-75132350467 ,11990687728 ,41159660472 ,26.81 ,13.61 ,1035959163267 ,140998895340 ,7.35 ,49.68 ,1998526424956 ,82699691573 ,4918752892 ,402693202123 ,1998526424956 ,0.20 ,0
영풍,2015,1068398876327 ,49300308305 ,58027062540 ,102744730746 ,-99350603670 ,-18939379791 ,59161473218 ,18.06 ,20.21 ,966156882473 ,181704203194 ,5.32 ,68.65 ,2078784714570 ,63760311782 ,12646002270 ,432703956821 ,2078784714570 ,0.21 ,0
영풍,2016,1154667772063 ,52529684553 ,81642519455 ,61060447185 ,37046768555 ,-13728169692 ,82909233770 ,13.93 ,26.21 ,1049386614959 ,226077551446 ,4.64 ,78.63 ,2134759567330 ,50032142090 ,4663539884 ,425334513199 ,2134759567330 ,0.20 ,0
영풍,2017,1458392216330 ,24919001717 ,59988870455 ,17521453202 ,-94427449707 ,40758991760 ,80259919698 ,18.17 ,20.09 ,1378574044679 ,301010389806 ,4.58 ,79.70 ,2213267017602 ,88949984478 ,5132935960 ,461993126594 ,2213267017602 ,0.21 ,0
영풍정밀,2013,98858738505 ,9410190567 ,9200632367 ,19664746163 ,-16510646845 ,-1269693350 ,20789322597 ,4.76 ,76.76 ,79274067213 ,30305078050 ,2.62 ,139.53 ,317563313820 ,200114397 ,396249600 ,59487684795 ,317563313820 ,0.19 ,0
영풍정밀,2014,85389908866 ,9980917129 ,9996314246 ,13399512966 ,-8532630970 ,-1281549450 ,22419664294 ,3.81 ,95.83 ,65261936898 ,25021712641 ,2.61 ,139.94 ,347809872257 ,201040637 ,256112170 ,63586463787 ,347809872257 ,0.18 ,0
영풍제지,2016,87503535227 ,785564715 ,5495655062 ,3529841598 ,-478639136 ,-834939717 ,228500666 ,382.95 ,0.95 ,78299984787 ,9571322461 ,8.18 ,44.62 ,121379533514 ,12950291358 ,467463757 ,26992875368 ,121379533514 ,0.22 ,0
영풍제지,2017,105060838714 ,3290591594 ,3878541878 ,3935903035 ,-4492448096 ,-553873160 ,495480766 ,212.04 ,1.72 ,93647170006 ,9827197947 ,9.53 ,38.30 ,128022405654 ,8182984966 ,567897966 ,30343495023 ,128022405654 ,0.24 ,0
영화금속,2013,165535386929 ,7075887557 ,5076835568 ,16343304538 ,-3611483920 ,-12608268612 ,31845817334 ,5.20 ,70.22 ,148076210120 ,8212574665 ,18.03 ,20.24 ,98358355713 ,30208500000 ,1767493416 ,49489299452 ,98358355713 ,0.50 ,0
영화금속,2014,160281646880 ,9236135546 ,7226204650 ,11934342615 ,-8174365001 ,-4242470416 ,36160383650 ,4.43 ,82.35 ,140651889765 ,6480751997 ,21.70 ,16.82 ,104415471838 ,28908685804 ,1053536626 ,51861749361 ,104415471838 ,0.50 ,0
영화금속,2015,166697452868 ,15635929406 ,12282589107 ,14779758433 ,-7325092961 ,-3772152875 ,37151109904 ,4.49 ,81.35 ,139631120129 ,6567122706 ,21.26 ,17.17 ,112542860631 ,30360327609 ,836767427 ,54537236128 ,112542860631 ,0.48 ,0
영화금속,2016,156388197767 ,10828515855 ,9241667902 ,7000989352 ,-26605242990 ,21384473920 ,36781006216 ,4.25 ,85.84 ,133546410660 ,10369209910 ,12.88 ,28.34 ,137789309931 ,45218990509 ,824831451 ,70140039257 ,137789309931 ,0.51 ,0
영화금속,2017,180459046735 ,7218831187 ,4660691266 ,3884202408 ,-43011008123 ,36544701180 ,43009299523 ,4.20 ,86.99 ,161315061440 ,13157608192 ,12.26 ,29.77 ,179811589919 ,83681300000 ,1749572064 ,109623537442 ,179811589919 ,0.61 ,0
영흥철강,2016,167308685240 ,584762101 ,267930424 ,8535195319 ,-4279116118 ,837544054 ,1222610344 ,136.85 ,2.67 ,149802339431 ,32533305134 ,4.60 ,79.27 ,301743961562 ,79757805653 ,2336321008 ,129063970874 ,301743961562 ,0.43 ,0
영흥철강,2017,177010722727 ,253084855 ,-4202788637 ,-2405443407 ,-5609476442 ,2046068674 ,1316398542 ,134.47 ,2.71 ,160123029140 ,41329304535 ,3.87 ,94.21 ,300545413250 ,82975650822 ,1978077017 ,133604878445 ,300545413250 ,0.44 ,0
예스24,2013,330426246921 ,3233792927 ,3831208011 ,-1534404431 ,-16156599911 ,-3969628590 ,13767428650 ,24.00 ,15.21 ,261522107723 ,26536905989 ,9.86 ,37.04 ,140693258761 ,750000000 ,129830352 ,77203117595 ,140693258761 ,0.55 ,0
예스24,2014,353651554979 ,6259381642 ,5568111394 ,8028891513 ,-25905070510 ,17780348490 ,15247086826 ,23.19 ,15.74 ,278895453670 ,24909883141 ,11.20 ,32.60 ,167085620386 ,22500000000 ,280797602 ,98509912151 ,167085620386 ,0.59 ,0
예스24,2016,408526061139 ,4018969138 ,332186048 ,12764338367 ,-523518750 ,7936416970 ,26607767704 ,15.35 ,23.77 ,304319753119 ,28259916542 ,10.77 ,33.89 ,183825910231 ,10000000000 ,92075732 ,105473019800 ,183825910231 ,0.57 ,0
예스24,2017,439734665960 ,2627805380 ,-975602694 ,5556480494 ,-39281104987 ,2936060110 ,29436596771 ,14.94 ,24.43 ,323380309029 ,31137093389 ,10.39 ,35.14 ,198817269842 ,15000000000 ,511886758 ,120319762896 ,198817269842 ,0.61 ,0
예스코,2013,2005210793 ,13028800375 ,16651647264 ,55662223146 ,-9635881897 ,-8681492800 ,257258400476 ,0.01 ,46827.65 ,1207063857341 ,701093711 ,1721.69 ,0.21 ,1122853200272 ,86234600000 ,2677762368 ,536506976833 ,1122853200272 ,0.48 ,0
예스코,2014,1549802357 ,7209880348 ,4961354114 ,36519813290 ,-36641615064 ,-4848270000 ,275616998637 ,0.01 ,64911.63 ,1133232035420 ,888186704 ,1275.89 ,0.29 ,1140541728814 ,67645200000 ,3655455840 ,556969277123 ,1140541728814 ,0.49 ,0
예스코,2015,2822914224 ,12065667485 ,11978908696 ,31618184540 ,-50001704204 ,-39788012500 ,189695851872 ,0.01 ,24527.48 ,926251249626 ,829513290 ,1116.62 ,0.33 ,1016051552074 ,25580000000 ,2050494208 ,430088344440 ,1016051552074 ,0.42 ,0
예스티,2013,22057349234 ,405295803 ,150703100 ,-3600036327 ,-652049656 ,-602029064 ,5303551371 ,4.16 ,87.76 ,17490632222 ,4279840080 ,4.09 ,89.31 ,38694094391 ,17005589321 ,1140453218 ,26366642719 ,38694094391 ,0.68 ,0
예스티,2014,40422694513 ,2687208802 ,670446098 ,1004022120 ,-3010261577 ,2738719431 ,6353590980 ,6.36 ,57.37 ,32357802016 ,9079819087 ,3.56 ,102.42 ,46990050901 ,20299454571 ,1499400528 ,33641448327 ,46990050901 ,0.72 ,0
예스티,2015,70583995359 ,8063920446 ,7375899060 ,9206391482 ,-5832013436 ,12524607617 ,7208052861 ,9.79 ,37.27 ,54917799147 ,4660526126 ,11.78 ,30.98 ,62383533776 ,17117360000 ,527980728 ,21979275571 ,62383533776 ,0.35 ,0
오공,2013,46311452195 ,2741983061 ,1950878265 ,5984237051 ,-7458070563 ,1437328004 ,13721825869 ,3.38 ,108.15 ,36604626102 ,5347645264 ,6.84 ,53.32 ,72787849571 ,18669820000 ,818785600 ,30159555616 ,72787849571 ,0.41 ,0
오공,2014,45805831880 ,2224287563 ,1635849764 ,4242568196 ,-10122597168 ,3359917868 ,10600635167 ,4.32 ,84.47 ,36436340522 ,6109555031 ,5.96 ,61.20 ,76863770678 ,22402060000 ,963999042 ,32952677117 ,76863770678 ,0.43 ,0
오공,2015,49858840444 ,2997863932 ,2899225244 ,3408743849 ,-3901622737 ,3568758787 ,11592409752 ,4.30 ,84.86 ,39648513837 ,5813508366 ,6.82 ,53.52 ,84234634474 ,26545880000 ,854001209 ,38126515252 ,84234634474 ,0.45 ,0
오공,2016,53268689167 ,4540663839 ,3854634755 ,7298988726 ,894229169 ,-5406834440 ,9686760338 ,5.50 ,66.37 ,41519571621 ,5750428930 ,7.22 ,50.55 ,84955301373 ,23613260000 ,783818646 ,35535207052 ,84955301373 ,0.42 ,0
오공,2017,56445229862 ,4044030310 ,3374876333 ,2981722256 ,1996057718 ,-4919828560 ,10226491222 ,5.52 ,66.13 ,45365278786 ,6107626318 ,7.43 ,49.14 ,83677036942 ,20156780000 ,681965117 ,31720507415 ,83677036942 ,0.38 ,0
오디텍,2013,71354185975 ,11693905382 ,10208624053 ,21899382157 ,-7240852982 ,-1855556600 ,15894246178 ,4.49 ,81.30 ,58285945001 ,8009807307 ,7.28 ,50.16 ,97017193979 ,15000000 ,20588661 ,8058270824 ,97017193979 ,0.08 ,0
오뚜기,2013,1697865047626 ,90069477648 ,75366334181 ,103690541661 ,-38381923695 ,-36513071217 ,190171370444 ,8.93 ,40.88 ,1336895772325 ,103558714881 ,12.91 ,28.27 ,1025661799790 ,79712616667 ,3119269381 ,391003560384 ,1025661799790 ,0.38 ,0
오뚜기,2014,1745067704503 ,105572557257 ,87711138693 ,110994906951 ,-149978965537 ,31467874508 ,238729595398 ,7.31 ,49.93 ,1352635271649 ,108017939827 ,12.52 ,29.15 ,1159959245301 ,98756500667 ,3023995394 ,454290342708 ,1159959245301 ,0.39 ,0
오뚜기,2015,1829762301090 ,118672103706 ,94004046732 ,107208310462 ,-77433276326 ,-33893084921 ,259970646033 ,7.04 ,51.86 ,1399213537766 ,117174244760 ,11.94 ,30.57 ,1230861639370 ,52396659263 ,2963705206 ,451300558480 ,1230861639370 ,0.37 ,0
오뚜기,2016,1959104904147 ,125859757119 ,119661525450 ,127023930914 ,-120350114243 ,-34426570924 ,141936117748 ,13.80 ,26.44 ,1502210575963 ,131422164877 ,11.43 ,31.93 ,1342747781658 ,46874522835 ,2456840720 ,474249883211 ,1342747781658 ,0.35 ,0
오뚜기,2017,2050191923371 ,129473402625 ,104168345575 ,89852337567 ,-67177006965 ,-43869738681 ,161404061899 ,12.70 ,28.74 ,1580549681150 ,132436675936 ,11.93 ,30.58 ,1405801127094 ,28301038950 ,2580616923 ,440413114074 ,1405801127094 ,0.31 ,0
오르비텍,2013,14744285251 ,-5145154617 ,-9226416200 ,-4322823241 ,-17537828868 ,22611896604 ,6254806535 ,2.36 ,154.84 ,16674533973 ,905828679 ,18.41 ,19.83 ,49767467091 ,11030227938 ,1235173123 ,32168450538 ,49767467091 ,0.65 ,0
오르비텍,2014,20791754870 ,-1982889249 ,-3812824107 ,1857732418 ,-2594034038 ,-809858666 ,3802583762 ,5.47 ,66.75 ,20650300311 ,692691545 ,29.81 ,12.24 ,42352517211 ,20706180011 ,1352229483 ,29450028798 ,42352517211 ,0.70 ,0
오르비텍,2015,32098341511 ,1499106781 ,795502288 ,-1090505314 ,-196082989 ,6084923824 ,7597146924 ,4.23 ,86.39 ,28682446025 ,3797357134 ,7.55 ,48.32 ,51801182647 ,9197940000 ,668054350 ,24844713551 ,51801182647 ,0.48 ,0
오르비텍,2016,41747970229 ,2884056392 ,1993656409 ,891871263 ,-17323835945 ,15275046296 ,4101124986 ,10.18 ,35.86 ,36758378991 ,5940212492 ,6.19 ,58.98 ,68215428494 ,17987000000 ,937417574 ,35615104557 ,68215428494 ,0.52 ,0
오르비텍,2017,47332945572 ,3736019596 ,2591039504 ,-2159228948 ,-14209268273 ,28931444772 ,3924061326 ,12.06 ,30.26 ,40324481126 ,13890857417 ,2.90 ,125.73 ,114439531208 ,25234515792 ,1617312045 ,54670875153 ,114439531208 ,0.48 ,0
오리엔탈정공,2013,163794151742 ,1615622224 ,45055034627 ,-1055896944 ,17645211953 ,-17294609695 ,20753841116 ,7.89 ,46.25 ,148227132691 ,16996178419 ,8.72 ,41.85 ,191762975394 ,85458142665 ,6534910349 ,138592008724 ,191762975394 ,0.72 ,0
오리엔탈정공,2014,150862831776 ,-28354646898 ,-34510474914 ,-6598526251 ,-999450409 ,3524334193 ,16060286678 ,9.39 ,38.86 ,165233531949 ,13055055151 ,12.66 ,28.84 ,170570820503 ,87923820005 ,9350995757 ,151206689565 ,170570820503 ,0.89 ,0
오리엔탈정공,2015,117675143722 ,751174437 ,-4403263574 ,5121091607 ,1787666935 ,-12172067 ,11940856007 ,9.85 ,37.04 ,107409934382 ,11827422245 ,9.08 ,40.19 ,81978364015 ,171240392 ,5123415434 ,57482162921 ,81978364015 ,0.70 ,0
오리엔탈정공,2016,82027962549 ,7788896854 ,-7478562863 ,7837397549 ,6320462930 ,-7886952316 ,4934726445 ,16.62 ,21.96 ,66818232936 ,6571931343 ,10.17 ,35.90 ,60333647259 ,10102000000 ,1404723858 ,37639311760 ,60333647259 ,0.62 ,0
오리엔탈정공,2017,47621914764 ,4243921002 ,2084376872 ,2322129927 ,-8225929920 ,0 ,4810368290 ,9.90 ,36.87 ,37550583379 ,3742607506 ,10.03 ,36.38 ,56929721623 ,10102000000 ,2669432574 ,31540626613 ,56929721623 ,0.55 ,0
오리온,2017,399269517605 ,45022766719 ,34264073915 ,77930457045 ,-40221818002 ,-53033823967 ,82763414414 ,4.82 ,75.66 ,214788483687 ,44654841395 ,4.81 ,75.88 ,1138455473054 ,354125651095 ,5001233427 ,486341236114 ,1138455473054 ,0.43 ,0
오상자이엘,2013,49418094043 ,1571412622 ,220004932 ,4025970734 ,-8669354618 ,7263780530 ,12123320462 ,4.08 ,89.54 ,43163918003 ,5883712020 ,7.34 ,49.75 ,78543625073 ,11292875772 ,384371536 ,31865894095 ,78543625073 ,0.41 ,0
오상자이엘,2014,56591095210 ,1624020249 ,1238446362 ,2600263579 ,-8540810147 ,4142131126 ,12579975262 ,4.50 ,81.14 ,48791536333 ,6412135725 ,7.61 ,47.97 ,85321758902 ,8744304388 ,493679859 ,34027039617 ,85321758902 ,0.40 ,0
오상자이엘,2015,56775681423 ,428490384 ,-25234133282 ,3176183521 ,-5938061862 ,6933029765 ,11311857874 ,5.02 ,72.72 ,49421195111 ,7683047011 ,6.43 ,56.74 ,68279587623 ,3891448142 ,407235631 ,28377909904 ,68279587623 ,0.42 ,0
오상자이엘,2016,60257410788 ,-782165946 ,-1875674800 ,5147625975 ,-9362679708 ,7161236858 ,9305871280 ,6.48 ,56.37 ,53523069861 ,7436756036 ,7.20 ,50.71 ,76686921289 ,11918405000 ,577148725 ,38660835815 ,76686921289 ,0.50 ,0
오상자이엘,2017,62355802943 ,1069556645 ,1534097297 ,-4763013264 ,839944160 ,-1983320000 ,10309133619 ,6.05 ,60.34 ,54614677465 ,9885596145 ,5.52 ,66.07 ,72334156545 ,10724555000 ,413333433 ,32775607188 ,72334156545 ,0.45 ,0
오성엘에스티,2013,133782921279 ,-22366397546 ,-777311104828 ,-7856094653 ,27669954125 ,-19602054188 ,17064031368 ,7.84 ,46.56 ,143095050089 ,12069900874 ,11.86 ,30.79 ,204308418277 ,51255704650 ,754584823333 ,272323920030 ,204308418277 ,1.33 ,0
오성엘에스티,2014,59150599775 ,-4869325912 ,-53050245023 ,-3503378969 ,-2782849579 ,7644602684 ,11284150440 ,5.24 ,69.63 ,55380509700 ,14655707563 ,3.78 ,96.59 ,164115812816 ,50942004966 ,11069903902 ,49891361499 ,164115812816 ,0.30 ,0
오성엘에스티,2015,50535409364 ,764269839 ,-56454274072 ,2667594295 ,-2845113884 ,18000 ,7087951881 ,7.13 ,51.19 ,43102714910 ,2907932255 ,14.82 ,24.62 ,95467309612 ,22385378550 ,2207561599 ,37346684623 ,95467309612 ,0.39 ,0
오스코텍,2013,11380797045 ,-1729033425 ,-4559403492 ,-111145790 ,2313307628 ,-3066344108 ,4849974757 ,2.35 ,155.55 ,9079853209 ,1098419894 ,8.27 ,44.16 ,29830307018 ,4880000000 ,742168322 ,9427988600 ,29830307018 ,0.32 ,0
오스코텍,2014,6959954436 ,-824403430 ,-2279558629 ,-1276237881 ,400252596 ,1474476772 ,5012853256 ,1.39 ,262.89 ,5142303695 ,1064321232 ,4.83 ,75.55 ,28638268004 ,4780000000 ,479505738 ,8910736576 ,28638268004 ,0.31 ,0
오스코텍,2015,6392974779 ,643236114 ,401710278 ,2103663286 ,-10416267971 ,8676667385 ,4289509339 ,1.49 ,244.90 ,3583642706 ,986707173 ,3.63 ,100.50 ,38212810723 ,4480000000 ,783217317 ,13497577639 ,38212810723 ,0.35 ,0
